Category;SubCategory;ArticleNumber;ArticleName;ArticleDescription;Colour;ArticleURL;ImageURL;OldPrice;NewPrice;Quantity
Eddie Bauer;Röcke + Blusen Damen;189830;Da. Wr Bluse;Ausgestattet mit gerundetem Saum und einer Rückenpasse. Brustabnäher vorn sorgen für eine schöne Form bei dieser Bluse in Tunikaform. Mit Seitenschlitzen, klassischem Hemdblusenkragen und Ein Knopf Manschetten.60% Cotton, 40% Polyacryl.;blau;http://www.corso.de/products/189830~Da-Wr-Bluse.html;http://www.corso.de/images/generated/media/31c057b27ef979498a192e5a8c29e89.jpg;79,73000;11,56000;1
Eddie Bauer;Röcke + Blusen Damen;113140;Da. Cordbluse;Klassische Bluse mit Faltenband an der Knopfleiste. Mit Brustabnähern für einen femininen Sitz. Mit leicht gerundetem Saum und dekorativer Schulterpasse vorn und hinten. Ein Knopf Manschetten mit geknöpftem Schlitz.100% CO;hl braun;http://www.corso.de/products/113140~Da-Cordbluse.html;http://www.corso.de/images/generated/media/38b01f9ff167113cda6ae5e08114f1d.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;122795;Da. Bluse 3 4 Arm;Bluse mit zwei aufgesetzten Klappentaschen vorn. Leicht gerundeter Saum. Mit Schulter und Rückenpasse. Die Ärmel können aufgekrempelt und mit Riegeln fixiert werden. Hinten etwas länger. Die Ikat Färbung ergibt ein einzigartiges Muster, das immer wieder anders aussieht. Leichte Crinkle Struktur.100% Cotton;graublau;http://www.corso.de/products/122795~Da-Bluse-3-4-Arm.html;http://www.corso.de/images/generated/media/549238cb4dcf2ca7315415ca84da97e7.jpg;86,73000;12,36000;1
Eddie Bauer;Röcke + Blusen Damen;122912;Da. Tankbluse o A;Eine leichte Tankbluse in femininer Note. Aus luftiger Baumwolle mit gesmokten Detail am tiefen Rundhalsausschnitt.100%Cotton;beere;http://www.corso.de/products/122912~Da-Tankbluse-o-A.html;http://www.corso.de/images/generated/media/1aa546835f8363e3de81e5837ca1.jpg;58,73000;9,18000;1
Для женщин;Футболки и топы;730868;Shirt Rosen;Shirt von BOYSEN´S mit floralem Allover-Druck. Femininer Ausschnitt mit kleinem Schlitz und Bindeband. Feine Spitzenbesätze im Brustbereich. Figurbetonende Form. Weich fließende Stretch-Viskose. Produkttyp: Shirt. Passform: Figurbetont. Kragen: Ohne. Bündchen: Angesetztes Bündchen. Ausschnitt: Rundhals. Ärmelstil: Langarm. Stil: Casual. Optik: Bedruckt. Verschlussart: Bindeband. Applikationen: Spitze, Bindebändchen, Print. Besondere Merkmale: Mit Spitze und Bindeband am Ausschnitt. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Jersey. Gesamtlänge: In Größe 38 ca. 64 cm. Materialzusammensetzung: Obermaterial: 96% Viskose, 4% Elasthan.;altrosa/bord;http://www.corso.de/products/730868~Shirt-Rosen.html;http://www.corso.de/images/generated/media/fed8db5cf3010a63edffc1b33fe73e3.jpg;58,79000;11,19000;1
Для женщин;Футболки и топы;681795;Top 2pcs;Trendy Tops im 2er-Pack von KangaROOS. Ein Top in Blockstreifenoptik mit V-Ausschnitt und Knopfleiste sowie großem, seitlichem Logoprint. Ein Top einfarbig mit Rundhalsausschnitt und Spaghettiträgern. Beide in sehr figurbetonender Passform. Produkttyp: Tanktop. Passform: Sehr figurbetont. Träger: Schmale Träger. Saum: Umschlag. Kragen: Ohne. Bündchen: Umschlagsaum. Ausschnitt: V-Ausschnitt, Rundhals. Stil: Casual. Optik: Mehrfarbig. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Qualitätshinweise: Baumwolle. Material: Baumwolle. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Besondere Merkmale: 2er-Pack Tops. Gesamtlänge: 68cm. Materialzusammensetzung: Obermaterial: 95% Baumwolle, 5% Elasthan. Obermaterial 2: 100% Baumwolle.;greyl/white;http://www.corso.de/products/681795%7C12702K00~Top-2pcs.html;http://www.corso.de/images/generated/media/eb5784e1e2036314c43f6e749153d5.jpg;51,79000;10,07000;1
Eddie Bauer;Röcke + Blusen Damen;123789;Da. Rock kariert;Karierter Rock im klassischen Schnitt. Mit zwei Taschen vorn, seitlichem Reissverschluss und knöpfbaren Paspeltaschen hinten. Komplett gefüttert.75%Wolle, 20%Nylon, 5%sonstige;kariert;http://www.corso.de/products/123789~Da-Rock-kariert.html;http://www.corso.de/images/generated/media/d37a383dcdbf7b56ccc71ef2c2896ac.jpg;114,73000;15,55000;1
Для женщин;Футболки и топы;446119;Longshirt;Longshirt von AJC. In modischer Ringeloptik mit farblich abgesetztem Ausschnitt und Ziertaschen. Glanzpunkte setzen goldfarbene Knöpfe. Produkttyp: Longshirt. Passform: Figurbetont. Kragen: ohne. Ausschnitt: Rundhals. Ärmelstil: Langarm. Stil: Casual. Optik: Gestreift. Taschen: Taschen aufgesetzt. Applikationen: Knöpfe. Besondere Merkmale: Farblich abgesetzte Ziertaschen. Kapuze: Ohne Kapuze. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Jersey. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Gesamtlänge: 72. Materialzusammensetzung: Obermaterial: 95% Baumwolle, 5% Elasthan.;rot-schwarz;http://www.corso.de/products/446119%7C12602K00~Longshirt.html;http://www.corso.de/images/generated/media/aa86612d4863deca8b2c1abe1e23d7c.jpg;34,99000;7,13000;1
Для женщин;Джинсы;500954;Stretchjeans Patte;Glamouröse Stretch-Jeans von ARIZONA. Angesagter Bootcut. Niedrige Leibhöhe. Auffällige Pattentaschen mit Steinchenbesatz hinten. Komfortabel durch elastischen Stretch-Denim. Produkttyp: Bootcutjeans. Jeans-Typ: Samba. Beinform: Bootcut. Passform: Schmal. Bund + Verschluss: Reißverschluss. Saum: durchgesteppt. Leibhöhe: Niedrig. Beinlänge: Lang. Stil: Sexy. Optik: Leichte Used Optik. Applikationen: Strasssteine. Taschenanzahl: 5. Vordertaschen: Runde Eingriffstaschen. Gesäßtaschen: Aufgesetzte Taschen mit Verschlussklappe. Länge der Gürtelschlaufe: 6,5 cm. Innenbeinlänge bei N-Größe: In Gr.38 ca. 83,5cm. Innenbeinlänge bei K-Größe: In Gr.19 ca. 78,5cm. Innenbeinlänge bei L-Größe: In Gr.76 ca. 90,5cm. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Jeans. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Fütterung/Innenfutter: Baumwolle. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;dark blue us;http://www.corso.de/products/500954~Stretchjeans-Patte.html;http://www.corso.de/images/generated/media/5dc4e110b48d1831e65c3e11865f214.jpg;83,99000;9,51000;1
Eddie Bauer;Röcke + Blusen Damen;126487;Da. Cordbluse;Klassische Bluse mit Faltenband an der Knopfleiste. Mit Brustabnähern für einen femininen Sitz. Mit leicht gerundetem Saum und dekorativer Schulterpasse vorn und hinten. Ein Knopf Manschetten mit geknöpftem Schlitz.100% CO;hellblau;http://www.corso.de/products/126487~Da-Cordbluse.html;http://www.corso.de/images/generated/media/ef385515a4ac11f2a47f855bf07ad8d5.jpg;72,73000;10,78000;1
Для женщин;Брюки;684412;Leo Hose;Angesagte Röhre von AJC mit coolem Leopardenmuster. Mit engem Beinverlauf und klassischem 5-Pocket-Style. Hochwertiger Materialmix aus Elasthan und Baumwolle sorgt für perfekten Sitz. Produkttyp: Röhrenhose. Beinform: Röhre. Passform: Schmal. Bund + Verschluss: Knopf. Saum: durchgesteppt. Leibhöhe: Etwas niedriger. Beinlänge: Lang. Stil: Casual. Optik: Bedruckt. Besondere Merkmale: Leomuster in Color-Blocking Optik. Taschenanzahl: 5. Vordertaschen: Seitliche Eingrifftaschen. Gesäßtaschen: Mit aufgesetzten Taschen. Pflegehinweise: Maschinenwäsche. Innenbeinlänge bei N-Größe: 81.5. Auslieferung: Liegend. Material: Baumwolle. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Materialzusammensetzung: Obermaterial: 97% Baumwolle, 3% Elasthan.;koralle bedr;http://www.corso.de/products/684412~Leo-Hose.html;http://www.corso.de/images/generated/media/fc70af69b7cdf37e7d8d0b08d3214.jpg;97,99000;10,35000;1
Для женщин;Брюки;749345;Pastell-Shorts;5-Pocket-Form mit Gürtelschlaufen. Adler-Logostickerei auf einer Gesäßtasche. Elastische Qualität. Produkttyp: Shorts. Beinform: gerade. Passform: Schmal. Bund + Verschluss: Reißverschluss. Saum: Krempelbar. Leibhöhe: Niedrig. Beinlänge: Kurz. Stil: Basic. Optik: Clean. Applikationen: Stickerei. Taschenanzahl: 5. Vordertaschen: Runde Eingriffstaschen. Gesäßtaschen: Mit aufgesetzten Taschen. Länge der Gürtelschlaufe: 6 cm. Innenbeinlänge bei N-Größe: In Gr.38 ca. 10,5cm. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Baumwolle. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Fütterung/Innenfutter: Baumwolle. Materialzusammensetzung: Obermaterial: 97% Baumwolle, 3% Elasthan.;koralle;http://www.corso.de/products/749345%7C12702K00~Pastell-Shorts.html;http://www.corso.de/images/generated/media/b52b96fc915376822850b2d3a03f3620.jpg;58,79000;7,41000;1
Eddie Bauer;Röcke + Blusen Damen;127284;Da. Strickrock kurz;Durch das eingearbeitete Elastikband am breiten Bund ist der weiche Rock schön bequem. Leicht ausgestellte Form.50% Wolle, 50% Polyamid;anthrazit me;http://www.corso.de/products/127284~Da-Strickrock-kurz.html;http://www.corso.de/images/generated/media/1e7d5bba2aee2eb7fe6b544dafefe3.jpg;100,73000;13,96000;1
Для женщин;Брюки;448565;Hose Velvet K+L;Hose mit samtigem Mystic-Print. Geschnitten wie eine klassische Five-Pocket mit schmalem Bein und Sitz auf Hüfte. Schließender Knopf und Nieten. Mit Gürtelschlaufen. Elasthananteil für körperbetonenden Sitz. Produkttyp: 5-Pocket-Hose. Beinform: Röhre. Passform: Schmal. Bund + Verschluss: Knopf, Reißverschluss. Saum: durchgesteppt. Leibhöhe: Niedrig. Stil: Feminin. Optik: Gemustert. Applikationen: Druck. Besondere Merkmale: Mit mystic Print. Vordertaschen: Runde Eingriffstaschen, Coinpocket. Gesäßtaschen: Mit aufgesetzten Taschen. Pflegehinweise: Maschinenwäsche. Innenbeinlänge bei N-Größe: 81.5. Innenbeinlänge bei K-Größe: In Gr. 19 ca. 76,5cm. Innenbeinlänge bei L-Größe: In Gr. 76 ca. 88,5cm. Auslieferung: Liegend. Material: Baumwolle. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;schwarz;http://www.corso.de/products/448565~Hose-Velvet-K-L.html;http://www.corso.de/images/generated/media/6120e071bb3b1aa53c5381c4611feeed.jpg;113,39000;30,79000;1
Eddie Bauer;Röcke + Blusen Damen;127751;Da. La Bluse kariert;Diese klassisch geschnittene Karobluse ist wunderbar bequem und ein echter Hingucker. Mit Bewegungsfalte unterhalb der Rückenpasse, Brustabnähern, einer Brusttasche mit Blende und gerundetem Saum.0;navy;http://www.corso.de/products/127751~Da-La-Bluse-kariert.html;http://www.corso.de/images/generated/media/7f41fc71e2623be67b6b84555c59b0.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;127775;Da. Rock, Kurz;Durch das weiche Obermaterial und das fliessende Futter ist der Rock angenehm zu tragen. Der Reissverschluss mit Häkchen ist in der Seitennaht versteckt. Der Schlitz links ermöglicht bequemes Gehen.100% Cotton;gemustert;http://www.corso.de/products/127775~Da-Rock-Kurz.html;http://www.corso.de/images/generated/media/82a4c545161212c7b542536de4375c46.jpg;86,73000;12,36000;1
Eddie Bauer;Röcke + Blusen Damen;137895;Da. Langarmbluse;Unsere Bluse hat knöpfbare Brustpattentaschen, eine Rückenpasse und formende Teilungsnähte hinten. Die Ärmel können aufgekrempelt und mit Riegel und Knopf fixiert werden. Leicht gerundeter Saum. Zusätzliche Teilungsnähte vorn.0;elfenbein;http://www.corso.de/products/137895%7C13099DED000elfenbein105~Da-Langarmbluse.html;http://www.corso.de/images/generated/media/fbb98cb32b64a680f1737cb1324df2.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;143215;Da. Bluse;Die komfortable Bluse ist ein wunderbarer Begleiter bei Ihren Unternehmungen im Frühling. Eine Faserveredelung schützt Ihre Haut vor gefährlichen UV Strahlen. Der angenehme Material Mix ist besonders schnelltrocknend. Die Ärmel lassen sich aufkrempeln und mit Riegel und Knopf fixieren. Mit Druckknopfleiste und seitlichen Rippeneinsätzen. Zwei Brusttaschen mit Reissverschluss vorn.94% Nylon 6% Spandex  Side Panel: 91% Polyester 9% Spandex;rot;http://www.corso.de/products/143215%7C13099DED000000000rot105~Da-Bluse.html;http://www.corso.de/images/generated/media/22b82ad3a2dc34389cfb3c2f63955fd.jpg;100,73000;13,96000;1
Eddie Bauer;Röcke + Blusen Damen;163471;Da. Jeansbluse;Bei dieser leichten Denim Bluse haben wir uns vom Vintage Look inspirieren lassen. Das leichte Denim Material ist mit aufwendigen Details wie Brustabnähern, aufgesetzten Taschen und Metallknöpfen verarbeitet. Klassisch geschnitten. Der Saum ist abgerundet.100% Cotton;denim;http://www.corso.de/products/163471~Da-Jeansbluse.html;http://www.corso.de/images/generated/media/14a734c1d81d34b9a9734f5b222f6a3.jpg;86,73000;12,36000;1
Eddie Bauer;Röcke + Blusen Damen;184064;Da. Popelinebluse;Bluse aus weich vorgewaschenem Popeline mit dezenten Rüschen an der Knopfleiste und an den Armabschlüssen. Die Knöpfe sind in Perlmutt Optik. Für einen perfekten Sitz sorgen Taillenabnäher hinten, Brustabnäher vorn und eine Rückenpasse. Der Saum ist leicht gerundet.100% Baumwolle;gruen;http://www.corso.de/products/184064~Da-Popelinebluse.html;http://www.corso.de/images/generated/media/1cf3dca894cbe6aa4dfb292e06d905c.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;193160;Da. Bluse;Ein sportlicher Look mit edlem Touch aus feinem Seidengeorgette. Mit Y Ausschnitt und Brustabnähern für einen femininen Sitz. Mit langen Ärmeln zum Aufkrempeln, die mit Riegeln fixiert werden können. Zwei aufgesetzte Taschen vorn. Bequemer Schnitt, mit gerundetem Saum.100% Nylon;sand;http://www.corso.de/products/193160~Da-Bluse.html;http://www.corso.de/images/generated/media/88195e9b3d43711374ed9114cce942.jpg;114,73000;15,55000;1
Eddie Bauer;Röcke + Blusen Damen;193644;Da. Biesenbluse uni;Mit der Frühlingssonne kommt auch die Lust auf leichte, feine Baumwollblusen: Diese hier sind leicht transparent und mit ihrem Bieseneinsatz vorn besonders attraktiv. Sie haben einen kleinen Stehkragen, die Schultern und die Rückenpasse im Rückteil sind mit Steppnähten verziert. Mit leicht gerundetem Saum, schmalen Ein Knopf Manschetten, Brustabnähern vorn und Taillenabnähern im Rückteil.100%CO;rot;http://www.corso.de/products/193644~Da-Biesenbluse-uni.html;http://www.corso.de/images/generated/media/2d9511c4674e1b64a8ef8762971c6.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;193745;Da. Bluse;Mit breiten Crochet Häkelbändern am Halsausschnitt und an den kurzen Ärmeln. Bindeband in der Taille, welches am Rücken reguliert und gebunden wird. In der Farbe Weiss ist die Bluse leicht transparent.99% Cotton 1% Spandex;dk blau;http://www.corso.de/products/193745%7C13099DED00000dk0blau105~Da-Bluse.html;http://www.corso.de/images/generated/media/306ff6d10a048986a1865e5b8c235fb.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;100017;Da. 3 4 Henley;Auf der Vorderseite sorgen eine leichte Raffung unterhalb des Spitzeneinsatzes und die Knopfleiste mit kleinen Metallknöpfen für schöne Akzente. Das Baumwollmaterial mit einer dezent strukturierten Optik ist angenehm weich. Mit 3 4 langen Raglanärmeln.100%CO;mango;http://www.corso.de/products/100017~Da-3-4-Henley.html;http://www.corso.de/images/generated/media/a126305a37635af558527e8cf60e415.jpg;58,73000;9,18000;1
Eddie Bauer;Röcke + Blusen Damen;103682;Da. Cordrock;Der weiche Cord macht diesen Rock rundum angenehm. Ein wenig Stretchbeimischung gibt zusätzlichen Tragekomfort. Klassische Five Pocket Form mit Schlitz hinten.99%CO,1%EL;hl grau;http://www.corso.de/products/103682~Da-Cordrock.html;http://www.corso.de/images/generated/media/6da5c0e9c298dbb2398dd694dd458f.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;111546;Da. Bluse Kurzarm;Kurzarmbluse mit dezenten Raffungen am Ärmel und entlang der Knopfleiste, einem femininen Schnitt und klassischem Print. Mit Seitenschlitzen.100% Cotton;koralle;http://www.corso.de/products/111546~Da-Bluse-Kurzarm.html;http://www.corso.de/images/generated/media/5d1aed231f2d786892801a20c4d043a0.jpg;65,73000;9,97000;1
Eddie Bauer;Röcke + Blusen Damen;111757;Da. Rock;Femininer Rock in modisch schmaler Longform mit Tunnelzug am Bund. Der Saum ist mit einer Häkelbordüre verziert. Gefüttert.100% Cotton;indigo;http://www.corso.de/products/111757~Da-Rock.html;http://www.corso.de/images/generated/media/78bf495a4d1e5e1fd10bf313e6f7efa.jpg;100,73000;13,96000;1
Eddie Bauer;Röcke + Blusen Damen;117239;Da. Crinklebluse;Diese Crinklebluse ist von Anfang an ganz besonders weich. Durch die Crinkle Textur ist die Bluse besonders pflegeleicht. Mit Biesen an der Knopfleiste, Rückenpasse mit Bewegungsfalte und leicht gerundetem Saum.99% Cotton, 1% Elasthan.;rost;http://www.corso.de/products/117239~Da-Crinklebluse.html;http://www.corso.de/images/generated/media/8e44d1148794d1435fdbc644e868579.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;120543;Da. Polobluse;Hier bekommt das klassische Polo neuen Schwung: Lässige Polobluse aus weicher Slub Qualität in aktuellen Farben. Die Ärmel können aufgekrempelt und mit Riegel und Druckknopf auf 3 4 Länge fixiert werden. Mit zwei Klappentaschen vorn, Schulter und Rückenpasse. Kräuselungen unterhalb der Rückenpasse. Gerundeter Saum. Knopfleiste und Taschen aus Webware.100% Cotton;dk violett;http://www.corso.de/products/120543~Da-Polobluse.html;http://www.corso.de/images/generated/media/dbbf766e0aca404e2b8fc9d9784857.jpg;58,73000;9,18000;1
Eddie Bauer;Röcke + Blusen Damen;125651;Da. Bluse gemustert;Mit der neuen Comfortclothing Ausrüstung, die diese Bluse atmungsaktiv, feuchtigkeitstransportierend und knitterfrei macht. Auch nach vielen Wäschen behält sie garantiert ihre Form und Farbe. Mit langen Manschetten.97% Cotton 3% Spandex;dk gruen;http://www.corso.de/products/125651~Da-Bluse-gemustert.html;http://www.corso.de/images/generated/media/e4c1e5c6234edb46d86c9101c7efafc.jpg;86,73000;12,36000;1
Eddie Bauer;Röcke + Blusen Damen;150309;Da. Dobby Bluse;Bluse in Dobby Qualität mit dekorativer Spitzenborte entlang der Knopfleiste. Brustabnäher vorn und Taillenabnäher hinten sorgen für eine schöne Passform. Mit Hemdblusenkragen und leicht gerundetem Saum.100% Cotton exclusive of decoration;kastanie;http://www.corso.de/products/150309~Da-Dobby-Bluse.html;http://www.corso.de/images/generated/media/733af82d670d5852a35c2eee3342f37.jpg;72,73000;10,78000;1
Eddie Bauer;Röcke + Blusen Damen;156765;Da. Bluse gemustert;Mit der neuen Comfortclothing Ausrüstung, die diese Bluse atmungsaktiv, feuchtigkeitstransportierend und knitterfrei macht. Auch nach vielen Wäschen behält sie garantiert ihre Form und Farbe. Mit langen Manschetten.97% Cotton 3% Spandex;elfenbein;http://www.corso.de/products/156765~Da-Bluse-gemustert.html;http://www.corso.de/images/generated/media/2da54d91a4fa7e7a5b2cf83b119e19a2.jpg;86,73000;12,36000;1
